20231209	22:22:12	96e8755b-da66-4257-9493-81278995919d	/new-page.html	GET
20231209	22:23:49	46df4b89-bc61-43c4-9288-dac6b34e5809	/new-page.html	GET
20231209	22:23:59	7f371e6e-dabe-4697-8051-ac2bdd9c327a	/new-page.html	GET
20231209	22:24:55	02b35bc3-f090-4c24-8334-ee5e6a411c07	/new-page.html	GET
20231209	22:24:55	ae4b2f88-9ab4-427e-84f2-23784a682608	/css/style.css	GET
20231209	22:24:55	1c7c25be-b3d4-4891-96d7-9b18d56d37ae	/img/img1.jpg	GET
20231209	22:24:55	ace3f999-862f-4f7b-ad4c-1fe328198421	/favicon.ico	GET
20231209	23:37:55	abdb82c1-82fe-440d-821b-178c650d42e2	/new-page.html	GET
20231209	23:37:55	b100c52c-6438-40a9-aa18-bf76931a9650	/css/style.css	GET
20231209	23:37:55	372076bb-a0c2-4dd0-87c3-de2ef58f8c25	/img/img1.jpg	GET
20231209	23:37:57	5ea1810d-3fe1-4434-8512-0aaa43907ce4	/new-page.html	GET
20231209	23:37:57	48078613-b0fa-4ecc-a784-0fe6a59797c2	/css/style.css	GET
20231209	23:37:57	4e6cb84a-d183-4020-853f-cec088a8cf5f	/img/img1.jpg	GET
20231210	16:09:24	0131a050-e910-4097-b278-f61010a5ef54	GET	undefined	/css/style.css
20231210	16:20:10	7c2d6112-b417-4d5f-bc78-fbf4bb6342c9	GET	undefined	/
20231210	16:20:56	a64ce629-75ec-433e-be8e-ece39692db8e	GET	undefined	/
20231210	16:20:56	4c005242-c130-4170-a4c5-bb34e33c314c	GET	undefined	/css/style.css
20231210	16:22:47	85fb9f70-3ccc-42ab-bbb4-626d1093a83f	GET	undefined	/dave
20231210	16:22:47	1ecd4699-f9fa-415e-be9e-c96fc198383e	GET	undefined	/css/style.css
20231210	16:56:40	26642c53-3e93-4fc8-920d-68162193953d	GET	undefined	/
20231210	16:56:40	ef8a461d-53a6-4179-9992-99bf8339222c	GET	undefined	/css/style.css
20231210	16:56:56	9c4a88cf-b13c-4ee4-9857-3f87fbe1b27d	GET	undefined	/subdir
20231210	16:56:56	ca4e4fd4-aa89-425e-ba4b-dd05663d0785	GET	undefined	/css/style.css
20231210	16:59:02	7aab7d7e-79d0-4408-8995-2b488d8c666b	GET	undefined	/subdir
20231210	16:59:02	c223fc86-e7bc-4204-bd81-5df504794a29	GET	undefined	/css/style.css
20231210	16:59:11	ce7e9824-3763-49d8-ad13-5e7a71ea3c33	GET	undefined	/subdir/test
20231210	16:59:11	935b548b-a94f-44e4-9757-4524b53e1d66	GET	undefined	/subdir/css/style.css
20231210	16:59:44	a5e7afbc-4d7c-4197-9552-9180b0df50cc	GET	undefined	/subdir/testo
20231210	16:59:44	f24971ce-43e9-4ca0-86a2-f48ae6ffb8e2	GET	undefined	/subdir/css/style.css
20231210	17:02:29	fe76f22a-8fe6-4f78-944f-798fc5e00b2c	GET	undefined	/subdir/testo
20231210	17:02:29	45838e08-b1d3-4654-a6bb-b17abb384f88	GET	undefined	/subdir/css/style.css
20231210	17:02:37	58c7e878-7022-4309-8eb2-b532c071910a	GET	undefined	/subdir/test
20231210	17:02:37	6cf93f5e-1b91-4e5e-bb79-1f23c21ab785	GET	undefined	/subdir/css/style.css
20231210	17:22:20	7bdb536b-052a-42bf-a3d4-640f79cac6e8	GET	undefined	/
20231210	17:22:20	9cb3dacc-9a96-424c-963f-da1d1123c600	GET	undefined	/css/style.css
20231210	17:23:02	fa16f731-da8c-4cd0-a21e-0cbc39e77810	GET	undefined	/new-page.html
20231210	17:23:02	5d6dcd45-68c8-4c14-84e1-eb19f8df3414	GET	undefined	/css/style.css
20231210	17:23:02	0ec94ca5-1df9-4414-b9be-772ad96a43b0	GET	undefined	/img/img1.jpg
20231210	17:23:30	90a9dd9a-9e47-4585-9ec1-73e116ee10f9	GET	undefined	/old-page
20231210	17:23:30	f0070e71-11b0-4955-b09f-138d59d6c5ae	GET	undefined	/new-page.html
20231210	17:23:30	c72860a8-243b-4ced-99a7-38858115108d	GET	undefined	/css/style.css
20231210	17:23:30	dec55214-ec1b-4a3e-a1ee-9203e7d9ea4c	GET	undefined	/img/img1.jpg
20231210	17:23:41	06955f38-97c0-4296-af94-36cbcd587194	GET	undefined	/index
20231210	17:23:41	41a08ce3-7089-42c6-a0b8-c6f94e23db20	GET	undefined	/css/style.css
20231210	17:53:23	32c5d219-3346-47e4-8d30-c940f4a4295a	GET	undefined	/employees
20231210	17:54:54	503a0c36-dd2d-4380-8cd3-115c3dcf783b	POST	undefined	/employees
20231210	17:58:14	ab1f7cf2-a443-43f9-9148-32162675cef0	PUT	undefined	/employees
20231210	17:58:47	11150e06-f18d-4a8c-998b-45baab6cffd1	DELETE	undefined	/employees
20231210	17:59:12	7884df3a-7017-437f-8443-f61468836917	GET	undefined	/employees/1
20231211	21:25:24	20d12e66-d3ea-401b-a5a2-a46c4b256f63	GET	undefined	/
20231211	21:25:24	14b9b85c-074b-48db-8c24-6b0c52527ecb	GET	undefined	/css/style.css
20231211	21:25:24	4079af91-9c33-458a-8ae4-02b25d65428f	GET	undefined	/favicon.ico
20231211	22:35:56	e198211e-f630-49e3-b2df-5a2d19654e86	POST	undefined	/employees
20231211	23:17:09	0653462b-f7b2-4e66-a20a-08f8dd8a060e	POST	undefined	/employees
20231211	23:17:59	1bf0b5ca-4460-42e0-9457-798620037478	POST	undefined	/employees
20231211	23:18:54	2f84a6ac-77ba-49c9-a8d9-0540ad5714f8	POST	undefined	/employees
20231211	23:20:44	2cbb7a2c-d001-45bb-b869-67ed2e154dec	POST	undefined	/employees
20231211	23:21:02	1786cec3-2a52-4971-b191-70215a1225ff	DELETE	undefined	/employees
20231211	23:21:15	721bb858-269d-4f39-bc06-7c70822e94f7	PUT	undefined	/employees
20231211	23:22:19	300d0fb1-c5b6-4a25-b4cf-96415d628f3e	GET	undefined	/employees/1
20231213	21:15:44	7c952208-1516-4e00-b981-4ed82ad775c6	GET	undefined	/
20231213	21:15:44	14835b2a-b617-40ec-aeb3-f5821bc87426	GET	undefined	/css/style.css
20231213	21:15:44	42bd499b-6c90-4ac8-a987-651fae1930db	GET	undefined	/favicon.ico
20231213	21:32:06	7bcdf726-7e3f-4d9f-a8d7-3ee2cdcc71a5	POST	undefined	/register
20231213	21:32:42	18a9b665-03b8-43f2-97c6-7677c14fcb29	POST	undefined	/register
20231213	21:51:49	cd82071c-daca-4d6f-8515-4cd9a0f504e5	POST	undefined	/auth
20231213	21:53:29	1f8879bc-3092-4135-b1bc-6908680ba942	POST	undefined	/auth
20231213	21:53:40	65ebf548-e03f-4314-9196-ffbf533d200c	POST	undefined	/auth
20231213	21:54:09	1cb9ca09-5e57-4ba2-be6b-7b2fe552ebb1	POST	undefined	/register
20231213	23:16:08	8276c8dd-3c0f-43e0-b446-cbb439cd8d2c	POST	undefined	/auth
20231213	23:16:27	4aea8345-5ddf-4608-947c-3ee975b9c0d8	POST	undefined	/auth
20231213	23:19:15	8fd53a1a-7123-491a-95ab-61d9418ba2b8	POST	undefined	/auth
20231213	23:19:58	a0c84445-1e29-4360-97e6-1806331d759c	POST	undefined	/auth
20231213	23:21:53	292d3fd2-731a-416d-ad24-ad226f4cf3bc	POST	undefined	/auth
20231213	23:22:19	ca4a8967-7923-4957-a77d-9e204f0a0142	GET	undefined	/employees
20231213	23:22:44	914271e9-e95d-460d-8607-42672993b85b	GET	undefined	/employees
20231213	23:22:55	85841279-6370-416c-a837-d6bb73a917d6	GET	undefined	/employees
20231213	23:23:33	b148d279-387e-4925-9d8a-66efe2e41c8e	POST	undefined	/auth
20231213	23:23:57	1c4322b0-8d8f-494c-a7b5-6e12a4004003	GET	undefined	/employees
20231213	23:24:55	51da5c17-2c6d-458b-b971-3b5a31a477f7	POST	undefined	/auth
20231213	23:25:18	71405f33-ddcb-4e7d-8030-777644d3e2fb	GET	undefined	/employees
20231213	23:26:58	37797fe4-7bc6-4080-b481-862d94de3c47	POST	undefined	/auth
20231213	23:27:07	664aa2c9-c859-4bc2-a2db-5079a9c3330b	GET	undefined	/employees
20231213	23:28:13	e959cc53-5266-4ed4-a8dd-b5a1ce9a88cb	POST	undefined	/auth
20231213	23:28:39	5275c06f-8ea9-4fcc-9c1a-573aee50251e	GET	undefined	/employees
20231213	23:28:42	eb781a91-fa9c-4865-8aa1-9e0da7988bfe	GET	undefined	/employees
20231213	23:28:42	8ebabb4c-0b47-4aa3-a639-0e7ccd9fa436	GET	undefined	/employees
20231213	23:28:42	3346e3db-e48f-4341-9992-e7e7f8af5986	GET	undefined	/employees
20231213	23:28:42	cd4ac940-dc46-4c26-890e-7dedd25a8825	GET	undefined	/employees
20231213	23:28:43	e4065091-6901-452b-b8ac-d501c4bef98c	GET	undefined	/employees
20231213	23:28:43	b824c602-df4b-4848-b26d-f73b12a5d347	GET	undefined	/employees
20231213	23:28:43	5191e845-601c-48e2-b3f1-cbe562125871	GET	undefined	/employees
20231213	23:28:43	aca09c25-03b9-41e1-a467-7963a8df1de9	GET	undefined	/employees
20231213	23:29:26	faa65860-e5e1-4c19-8312-4b773b5c5732	POST	undefined	/auth
20231213	23:30:42	941993a0-31fd-4398-8bf8-c19867181e26	POST	undefined	/auth
20231213	23:31:06	b4792e1b-f972-4154-9499-b654e156bd31	GET	undefined	/employees
20231214	21:33:21	c2f10b80-8fac-468e-837e-660b8907f186	POST	undefined	/auth
20231214	21:33:37	e53b369e-8e2d-4b7e-87a8-f93758f8aec9	GET	undefined	/employees
20231214	21:34:50	6122b55d-3579-4c00-9f12-b7847d62747f	POST	undefined	/auth
20231214	21:37:54	4ba6f44b-6806-4561-8d11-71cab7a310eb	POST	undefined	/auth
20231214	21:38:19	9dd602bd-a7b0-47bb-8062-b251d0f7f2f2	GET	undefined	/employees
20231214	21:44:26	42c1fc4e-f463-4481-a316-8879c2764594	POST	undefined	/auth
20231214	21:44:45	d118391d-4170-4289-ab7d-7b4ea77e519e	GET	undefined	/employees
20231214	21:44:46	65ff4f4b-5ad4-4680-9207-db40b15e1496	GET	undefined	/employees
20231214	21:44:47	15cf1fb0-7ed2-417e-beb6-4e86f5a7a44b	GET	undefined	/employees
20231214	21:44:48	93e14473-2d04-47a4-a941-868b5c648774	GET	undefined	/employees
20231214	21:44:49	8fbb607a-7471-4d51-9490-56747de05315	GET	undefined	/employees
20231214	21:44:49	3ac0cf03-6cdc-46de-9101-ef7aad96aa8a	GET	undefined	/employees
20231214	21:44:50	e00c7fea-9b9d-42b2-8370-fb2ca8c5c2da	GET	undefined	/employees
20231214	21:44:51	ad63009d-4cc1-4143-a35f-4a22f9a9e8fc	GET	undefined	/employees
20231214	21:44:51	e3092038-01fd-4aa8-99ff-e8563595599c	GET	undefined	/employees
20231214	21:44:52	7510cdbf-fbe1-4ff8-9897-d8288555ca39	GET	undefined	/employees
20231214	21:44:53	63e012fa-4134-4e87-b22c-237cfc978ec0	GET	undefined	/employees
20231214	21:44:54	6f930330-1ecf-4145-819c-d39d51537cea	GET	undefined	/employees
20231214	21:44:54	948361ac-bcc7-415a-a6de-b9de0ccb2101	GET	undefined	/employees
20231214	21:44:55	1ff8d2c6-ffdf-4fa9-a1a7-30d2a835d877	GET	undefined	/employees
20231214	21:44:56	e58c3dd3-de84-4da2-9cd4-e59a91a67cad	GET	undefined	/employees
20231214	21:45:17	d10ec81f-c54a-46a3-bd97-5f64baf008ae	POST	undefined	/employees
20231214	22:11:56	51c38aeb-332d-487f-a7fd-02b83558bac4	POST	undefined	/auth
20231214	22:12:52	e5b0f4e0-22c6-499c-896f-e34dc035342a	GET	undefined	/refresh
20231214	22:13:09	a3a14b9c-de83-45e2-9cb0-6258121bcbc7	POST	undefined	/auth
20231214	22:13:12	da4aaa2a-4d2f-437e-a34b-2b1478b261e2	POST	undefined	/auth
20231214	22:14:16	b7ac316c-045f-4193-99f2-734eb99b60e1	POST	undefined	/auth
20231214	22:14:25	4cfe6f54-9af4-4c30-b699-7315ab934add	GET	undefined	/refresh
20231214	22:14:31	39a63c13-2df5-45ac-88a6-35508c1660a7	GET	undefined	/refresh
20231214	22:14:47	e62eb922-c6ff-4654-9d6e-877d5903b676	POST	undefined	/auth
20231214	22:22:32	12784fb6-7c61-401d-b86f-43a5ccc63cf2	GET	undefined	/refresh
20231214	22:22:33	765bfc74-21eb-4b9d-be09-0824843cd019	GET	undefined	/refresh
20231214	22:22:37	598ec5b4-e31b-4b43-a380-c96c84a6b5b4	GET	undefined	/refresh
20231214	22:22:49	a269b0cb-a49c-4e0e-bf7f-7fe9d940a7a7	GET	undefined	/refresh
20231214	22:23:00	622ca806-bbda-49b4-a0e9-8236731a3f5f	POST	undefined	/auth
20231214	22:25:36	23c9b88a-04ff-4f8b-8d41-d2e15450f22c	POST	undefined	/auth
20231214	23:16:57	84d4d66c-b734-4f33-ae4c-6f49ecbf6fd3	POST	undefined	/auth
20231214	23:17:34	58ea47dd-5081-49cd-8766-dd377ad6c1b4	GET	undefined	/logout
20231214	23:18:01	860e52b4-3cbb-40d2-a4e7-4353c4137098	GET	undefined	/refresh
20231214	23:19:50	e20254dd-076a-4f86-8f96-7bb21910af65	POST	undefined	/auth
20231218	21:45:22	6a660922-4c49-49d6-bf6a-7548e2d7300a	GET	undefined	/
20231218	21:45:22	f3eb739a-bfb5-4fed-94fd-d3761debb676	GET	undefined	/css/style.css
20231218	21:45:22	c56fcf59-4415-47fa-95f4-8366aa596147	GET	undefined	/favicon.ico
20231218	21:45:29	0136fc0d-d343-4f7b-8c43-e2021e246fb7	GET	undefined	/register
20231218	21:45:29	090733e5-a810-44be-9b87-d7af5968d042	GET	undefined	/favicon.ico
20231218	21:48:56	e3786999-e522-42d1-89f8-fbd2c05ddcdb	POST	undefined	/register
20231218	21:49:22	53bf86c0-589b-460d-aecd-5941c1eefafc	GET	undefined	/refresh
20231218	21:49:33	d540748b-a557-452f-88a6-c141c0e422f3	POST	undefined	/auth
20231218	21:49:52	585cae3c-aaed-4b7b-aa22-fd1fca488b9b	GET	undefined	/refresh
20231218	21:50:00	baefdf4c-911e-4f24-b184-101f127bcdbf	GET	undefined	/refresh
20231218	21:52:52	34f64f3e-aa13-4576-b12c-3c2cf6dac47b	POST	undefined	/auth
20231218	21:53:17	7a07b4af-3b1b-47b4-9f24-4c8a0db51684	GET	undefined	/refresh
20231218	21:53:35	52d63b38-f606-4caf-9bbc-ec2fe95b5fdc	GET	undefined	/refresh
20231218	21:53:36	774ce647-812c-4c33-93ff-e36a50409eca	GET	undefined	/refresh
20231218	21:53:37	3000e9b5-a3f7-42c4-80d0-e5e708c1ed2f	GET	undefined	/refresh
20231218	21:53:37	5c4f72cb-c838-4b47-bc9b-aae6806f0a40	GET	undefined	/refresh
20231218	21:53:37	607d2eb1-d7e5-4a5c-b9c2-39852a03d3aa	GET	undefined	/refresh
20231218	22:28:20	d6377409-e29d-4cb1-a94c-91ee4e24339f	POST	undefined	/auth
20231218	22:28:58	e2cfcee0-3988-472e-b85f-64f246a70754	POST	undefined	/auth
20231218	23:03:58	d9463212-00a8-43a5-a720-fbe0f107b5a6	POST	undefined	/auth
20231218	23:04:36	8b4fba6b-253d-4a8c-a14d-20eaed964510	POST	undefined	/auth
20231218	23:05:00	ae3e7512-4b8b-4030-af69-33c331730812	GET	undefined	/employees
20231218	23:06:39	91949d56-a318-4020-8b2e-a3133ba72722	POST	undefined	/auth
20231218	23:07:08	5de2a2b2-253c-49b8-87c7-f9106f8d39ad	GET	undefined	/employees
20231218	23:07:17	dabd13c8-a1a6-4132-b5dd-ab69397310db	GET	undefined	/employees
20231218	23:07:23	ee8352db-079e-4c81-8ecf-fae168bee455	POST	undefined	/auth
20231218	23:07:42	6e3cfe89-9f0b-4d24-9b6d-53a16e721279	GET	undefined	/employees
20231218	23:08:34	47d3f537-3ccc-4382-a524-004baa97f939	POST	undefined	/auth
20231218	23:08:45	8a3af703-f273-4445-8a6f-871ec0c02695	GET	undefined	/employees
20231218	23:10:36	d35399f0-3a5d-437a-a4ec-291bd2c7f4af	POST	undefined	/auth
20231218	23:11:38	0a8901db-1c97-4ffd-b689-fe1ba9961024	POST	undefined	/auth
20231218	23:11:56	6ca2a142-a035-4ee1-936b-ac24031a1959	POST	undefined	/employees
20231218	23:12:49	7ed832f3-c44a-413a-95b8-c01d31aa59fe	POST	undefined	/auth
20231218	23:13:12	634f130e-1fe2-4a00-aeca-9987b7996dc7	POST	undefined	/employees
20231218	23:14:43	1b3d4342-9221-475e-a41c-67fede44f842	POST	undefined	/auth
20231218	23:15:00	92f5a68e-c1e4-48c2-8bb4-cbbf518929f6	DELETE	undefined	/employees
20231218	23:15:59	7c7aba32-6194-4c59-be34-911ae04933bb	POST	undefined	/auth
20231218	23:16:34	e73947e4-fefe-4269-b3d3-f65135a703bd	POST	undefined	/auth
20231218	23:16:50	744a81ae-f95c-4624-9574-b7f3361dc45d	DELETE	undefined	/employees
20231218	23:16:57	dc8ef857-5e83-4a01-9d59-5c327131d430	POST	undefined	/employees
20231218	23:17:03	6a1ca24d-eab7-410b-ae26-f01e2addffbd	POST	undefined	/auth
20231218	23:17:20	4e48626a-292c-44ca-9037-4c521069a156	GET	undefined	/employees
20231218	23:17:30	f34e99fd-5d20-448c-b14e-271eafbe0101	POST	undefined	/auth
20231218	23:17:52	ad9e0382-2ab9-47d0-80ba-1b83fee6fb1d	POST	undefined	/employees
20231218	23:18:02	7c9f8f0f-1335-49b6-b415-f4fbd1c0a981	DELETE	undefined	/employees
20231218	23:18:06	24469bba-fab3-4513-a6a6-bcd6090e27fd	POST	undefined	/auth
20231218	23:18:19	da9395a7-4dac-4c27-9cf0-d21c5bfc12a8	DELETE	undefined	/employees
20231218	23:18:43	a1f6b3d6-f3a1-4d1e-9bea-29964f8d3b1d	POST	undefined	/auth
20231218	23:18:55	486b8871-0a33-4cee-a203-6e23172bdd03	POST	undefined	/employees
20231218	23:19:03	31eca75b-3b52-4a0e-9052-9ab3bd52942b	DELETE	undefined	/employees
20240116	23:52:18	8e8493dc-e92e-43d4-83b7-748a26737c99	OPTIONS	http://localhost:3000	/auth
20240116	23:52:18	5e127f9b-6082-4379-b708-74f73a2fab3b	POST	http://localhost:3000	/auth
20240117	21:42:40	7c49f123-b29f-4ce8-8904-fa463a1a2a25	OPTIONS	http://localhost:3000	/auth
20240117	21:42:40	80daf711-2197-4668-9687-1888c1139715	POST	http://localhost:3000	/auth
20240117	21:44:19	ba960940-74ed-41a0-970e-466ed9892b05	OPTIONS	http://localhost:3000	/auth
20240117	21:44:19	2018f7f5-cd76-4b6f-840b-5064edc24964	POST	http://localhost:3000	/auth
20240117	21:44:26	f01e90a9-e5f6-4cd5-840c-b831857eb3af	OPTIONS	http://localhost:3000	/auth
20240117	21:44:26	8d2b7900-fa07-4e81-8fed-28e29850359b	POST	http://localhost:3000	/auth
20240117	21:45:02	103a90ec-098a-429c-b357-c95d263673e8	OPTIONS	http://localhost:3000	/auth
20240117	21:45:02	e8c45322-2df7-4a60-8f41-fa3476c2dd70	POST	http://localhost:3000	/auth
20240118	21:31:51	618223b8-105c-4871-b1eb-125777091694	GET	undefined	/
20240118	21:31:51	b51a34fb-8762-47a6-8e67-eb3248f0db09	GET	undefined	/css/style.css
20240118	21:31:52	a7259433-c3f9-4376-a5ac-21853a72fa56	GET	undefined	/favicon.ico
20240118	21:34:04	d279228c-9654-4fbc-a15b-bf25cb7d5af0	POST	undefined	/register
20240118	21:38:14	cd01329e-26da-4f83-bfed-9dddc117da29	POST	undefined	/register
20240118	21:40:25	a25c3337-a352-4e00-ace4-c2dfd672d41d	POST	undefined	/register
20240118	21:40:39	1be09c4d-b6c2-4b2b-b8f3-05e8ccebed30	POST	undefined	/register
20240118	21:41:24	becc25ec-2c13-433c-8e78-8f45ed495b76	POST	undefined	/register
20240118	21:42:56	11d2a3fe-3f06-4a38-a745-e2c84e1fe388	POST	undefined	/register
20240118	21:46:24	7790c241-30f0-4fb2-9500-1a193418f5c8	POST	undefined	/register
20240118	21:47:44	069ca68f-0d8b-42a8-a861-83053dfcaefa	POST	undefined	/register
20240118	21:48:16	439c3dd4-7592-4ff3-aa35-1b90465268f6	GET	undefined	/register
20240118	21:48:16	0a306e31-cd5b-44c0-b233-59621f329119	GET	undefined	/favicon.ico
20240118	21:48:19	6fa628af-25cc-4db8-b640-762ebaccf802	GET	undefined	/register
20240118	21:48:19	845ed38c-0b94-4a56-9790-4d12190bc970	GET	undefined	/favicon.ico
20240118	21:48:20	2d70efca-206d-43aa-8cde-85eb9b503685	GET	undefined	/register
20240118	21:48:20	ff19c97e-ee37-4b0a-bc2c-896d57ab4030	GET	undefined	/favicon.ico
20240118	21:48:20	9c0dbfbb-8442-4551-ac92-48d89a34e1ef	GET	undefined	/register
20240118	21:48:20	a82883b2-dbef-4e75-9024-f86a30925bf7	GET	undefined	/favicon.ico
20240118	21:48:20	57459e23-b3bb-4169-b8b3-f381d7b3696d	GET	undefined	/register
20240118	21:48:20	862fd1aa-1e5b-493e-a381-83c85209a974	GET	undefined	/favicon.ico
20240118	21:49:01	c708fef2-3fe4-4b03-8954-c21466acd432	POST	undefined	/register
20240118	21:49:04	f214a70e-ac6c-4a4f-967c-0501fcf11662	POST	undefined	/register
20240118	21:49:08	14593ef6-9400-4280-9f7b-b6d455914305	POST	undefined	/register
20240118	21:55:46	f1e2b522-b22a-453d-beec-f13a63b3ae54	POST	undefined	/register
20240118	22:14:16	acef011d-253a-428a-acf9-8f839b98bba5	POST	undefined	/register
20240118	22:47:30	cd132bf9-351a-4ab3-bad5-dc7fcf61952a	POST	undefined	/register
20240118	22:48:47	3d0c336c-2b8d-4d7a-87fb-2865dc0335b1	POST	undefined	/register
20240118	23:27:32	56c36dae-77b0-4913-87d9-a7cbe8046d52	POST	undefined	/register
20240118	23:36:13	c6a10a2b-a4ef-45e7-8590-a770ab1bf991	GET	undefined	/employees/1
20240118	23:36:50	4219addd-19f9-498b-afe1-2d8aef20c3d0	POST	undefined	/register
20240118	23:39:16	7e8cc686-ff57-46e5-baa6-513c4c76fbc6	POST	undefined	/auth
20240118	23:39:53	b4ac1be0-c05d-4fd9-8e03-7d57b96ee662	GET	undefined	/register
20240118	23:39:53	61e20bdf-0ce8-48e9-b371-d31acd309343	GET	undefined	/favicon.ico
20240118	23:39:57	dd5d7b5e-49a9-4a01-9005-8f1b1cbc7222	GET	undefined	/register
20240118	23:39:57	6b2e4082-5cff-4994-8eb6-3c9dff43921d	GET	undefined	/favicon.ico
20240118	23:40:26	0c0ebe83-0c46-4703-bb18-e5cdfb18716d	POST	undefined	/register
20240118	23:40:31	3876c66d-831e-47d3-94af-9bc592c34582	GET	undefined	/register
20240118	23:40:31	6475ef42-9659-4a67-ab05-cf8738974ada	GET	undefined	/favicon.ico
20240118	23:40:46	0d46ecf9-a395-45bc-add2-41e2cd80c066	POST	undefined	/auth
20240118	23:40:51	66f8b8eb-8318-4894-bfd4-cc22c0b82543	GET	undefined	/register
20240118	23:40:51	723c5661-1cc2-4864-8e0f-abaed673254b	GET	undefined	/favicon.ico
20240118	23:41:28	9253cfd6-c6ab-4fc2-93d8-07965f0f567b	GET	undefined	/register
20240118	23:41:28	5ba51624-adeb-4b16-94a6-c3f06c4907d0	GET	undefined	/favicon.ico
20240118	23:41:28	72704d2d-0fd7-4ca9-bb59-64a6a0c0bbcc	GET	undefined	/register
20240118	23:41:28	f2f5f31d-4c37-49c5-b037-5ee24267611a	GET	undefined	/favicon.ico
20240118	23:41:28	5900e277-b050-49c6-a75d-1d03f2f51e27	GET	undefined	/register
20240118	23:41:28	96287eae-a8ec-4ac4-86e6-24795f3ce347	GET	undefined	/favicon.ico
20240118	23:42:12	3ce1bf38-45b8-47ad-9bea-fa5a9d55ba02	GET	undefined	/register
